t_s,power,vel_tps,voltage_v
0.0001,0.2000,0.00,13.547
0.0204,0.2000,-20.00,13.472
0.0305,0.2000,-20.00,13.472
0.0405,0.2000,-20.00,13.472
0.0505,0.2000,-20.00,13.468
0.0605,0.2000,-20.00,13.463
0.0706,0.2000,-20.00,13.468
0.0806,0.2000,-20.00,13.468
0.0906,0.2000,-40.00,13.463
0.1006,0.2000,-40.00,13.472
0.1110,0.2000,-60.00,13.468
0.1203,0.2000,-60.00,13.468
0.1322,0.2000,-60.00,13.468
0.1422,0.2000,-80.00,13.468
0.1523,0.2000,-80.00,13.472
0.1623,0.2000,-60.00,13.468
0.1723,0.2000,-80.00,13.472
0.1821,0.2000,-80.00,13.472
0.1925,0.2000,-80.00,13.472
0.2022,0.2000,-80.00,13.468
0.2128,0.2000,-100.00,13.472
0.2228,0.2000,-100.00,13.477
0.2328,0.2000,-80.00,13.472
0.2428,0.2000,-80.00,13.472
0.2529,0.2000,-80.00,13.472
0.2629,0.2000,-80.00,13.472
0.2729,0.2000,-80.00,13.472
0.2829,0.2000,-100.00,13.472
0.2929,0.2000,-100.00,13.472
0.3029,0.2000,-100.00,13.472
0.3129,0.2000,-100.00,13.472
0.3230,0.2000,-100.00,13.472
0.3330,0.2000,-100.00,13.468
0.3430,0.2000,-100.00,13.477
0.3530,0.2000,-100.00,13.477
0.3631,0.2000,-100.00,13.477
0.3731,0.2000,-100.00,13.472
0.3831,0.2000,-100.00,13.472
0.3931,0.2000,-100.00,13.472
0.4031,0.2000,-100.00,13.468
0.4131,0.2000,-100.00,13.472
0.4232,0.2000,-100.00,13.472
0.4332,0.2000,-100.00,13.472
0.4432,0.2000,-100.00,13.472
0.4532,0.2000,-100.00,13.468
0.4632,0.2000,-120.00,13.468
0.4733,0.2000,-120.00,13.472
0.4833,0.2000,-120.00,13.472
0.4933,0.2000,-120.00,13.468
0.5019,0.2000,-120.00,13.472
0.5158,0.2000,-100.00,13.472
0.5261,0.2000,-100.00,13.477
0.5357,0.2000,-100.00,13.472
0.5468,0.2000,-100.00,13.472
0.5569,0.2000,-100.00,13.477
0.5669,0.2000,-100.00,13.472
0.5769,0.2000,-100.00,13.472
0.5869,0.2000,-100.00,13.472
0.5969,0.2000,-100.00,13.472
0.6069,0.2000,-100.00,13.472
0.6169,0.2000,-100.00,13.472
0.6270,0.2000,-100.00,13.472
0.6370,0.2000,-100.00,13.472
0.6470,0.2000,-120.00,13.472
0.6570,0.2000,-120.00,13.472
0.6670,0.2000,-120.00,13.468
0.6771,0.2000,-120.00,13.468
0.6871,0.2000,-120.00,13.472
0.6971,0.2000,-120.00,13.472
0.7071,0.2000,-120.00,13.472
0.7171,0.2000,-120.00,13.477
0.7272,0.2000,-120.00,13.472
0.7372,0.2000,-140.00,13.472
0.7472,0.2000,-120.00,13.472
0.7572,0.2000,-120.00,13.472
0.7672,0.2000,-140.00,13.477
