t_s,power,vel_tps,voltage_v
0.0100,0.2000,-0.00,13.533
0.0200,0.2000,-0.00,13.472
0.0301,0.2000,-0.00,13.463
0.0401,0.2000,-0.00,13.463
0.0502,0.2000,-0.00,13.459
0.0602,0.2000,-0.00,13.459
0.0702,0.2000,-0.00,13.455
0.0802,0.2000,-0.00,13.455
0.0903,0.2000,-0.00,13.455
0.1003,0.2000,-0.00,13.455
0.1103,0.2000,-0.00,13.455
0.1203,0.2000,-0.00,13.455
0.1304,0.2000,-0.00,13.450
0.1404,0.2000,-0.00,13.450
0.1505,0.2000,-0.00,13.450
0.1605,0.2000,-0.00,13.450
0.1705,0.2000,-0.00,13.450
0.1805,0.2000,-0.00,13.455
0.1906,0.2000,-0.00,13.450
0.2006,0.2000,-0.00,13.450
0.2107,0.2000,-0.00,13.450
0.2205,0.2000,-0.00,13.446
0.2328,0.2000,-0.00,13.450
0.2428,0.2000,-0.00,13.450
0.2528,0.2000,-0.00,13.450
0.2628,0.2000,-0.00,13.450
0.2728,0.2000,-0.00,13.450
0.2829,0.2000,-0.00,13.450
0.2929,0.2000,-0.00,13.446
0.3029,0.2000,-0.00,13.450
0.3129,0.2000,-0.00,13.446
0.3249,0.2000,-0.00,13.446
0.3350,0.2000,-0.00,13.450
0.3450,0.2000,-0.00,13.446
0.3550,0.2000,-0.00,13.446
0.3650,0.2000,-0.00,13.442
0.3750,0.2000,-0.00,13.446
0.3851,0.2000,-0.00,13.442
0.3951,0.2000,-0.00,13.446
0.4051,0.2000,-0.00,13.446
0.4151,0.2000,-0.00,13.450
0.4260,0.2000,-0.00,13.446
0.4360,0.2000,-0.00,13.450
0.4460,0.2000,-0.00,13.446
0.4560,0.2000,-0.00,13.446
0.4661,0.2000,-0.00,13.446
0.4761,0.2000,-0.00,13.442
0.4861,0.2000,-0.00,13.446
0.4961,0.2000,-0.00,13.446
0.5057,0.2000,-0.00,13.446
0.5194,0.2000,-0.00,13.446
0.5295,0.2000,-0.00,13.446
0.5395,0.2000,-0.00,13.446
0.5495,0.2000,-0.00,13.442
0.5595,0.2000,-0.00,13.442
0.5695,0.2000,-0.00,13.446
0.5796,0.2000,-0.00,13.446
0.5896,0.2000,-0.00,13.442
0.5996,0.2000,-0.00,13.446
0.6096,0.2000,-0.00,13.442
0.6197,0.2000,-0.00,13.446
0.6297,0.2000,-0.00,13.442
0.6397,0.2000,-0.00,13.442
0.6497,0.2000,-0.00,13.446
0.6597,0.2000,-0.00,13.442
0.6698,0.2000,-0.00,13.446
0.6798,0.2000,-0.00,13.446
0.6898,0.2000,-0.00,13.446
0.6998,0.2000,-0.00,13.442
0.7098,0.2000,-0.00,13.442
0.7198,0.2000,-0.00,13.446
0.7299,0.2000,-0.00,13.446
0.7399,0.2000,-0.00,13.442
0.7499,0.2000,-0.00,13.442
0.7599,0.2000,-0.00,13.442
0.7699,0.2000,-0.00,13.442
0.7800,0.2000,-0.00,13.446
0.7900,0.2000,-0.00,13.442
0.8000,0.2000,-0.00,13.442
0.8100,0.2000,-0.00,13.442
0.8200,0.2000,-0.00,13.442
0.8300,0.2000,-0.00,13.442
0.8400,0.2000,-0.00,13.442
0.8500,0.2000,-0.00,13.442
0.8600,0.2000,-0.00,13.442
0.8701,0.2000,-0.00,13.433
0.8801,0.2000,-0.00,13.442
0.8901,0.2000,-0.00,13.437
0.9001,0.2000,-0.00,13.442
0.9101,0.2000,-0.00,13.442
0.9201,0.2000,-0.00,13.442
0.9301,0.2000,-0.00,13.442
0.9401,0.2000,-0.00,13.442
0.9502,0.2000,-0.00,13.442
0.9602,0.2000,-0.00,13.437
0.9702,0.2000,-0.00,13.437
0.9802,0.2000,-0.00,13.442
0.9902,0.2000,-0.00,13.442
1.0003,0.2000,-0.00,13.442
1.0043,0.2000,-0.00,13.442
1.0212,0.2000,-0.00,13.442
1.0312,0.2000,-0.00,13.442
1.0413,0.2000,-0.00,13.437
1.0513,0.2000,-0.00,13.442
1.0613,0.2000,-0.00,13.442
1.0709,0.2000,-0.00,0.000
