t_s,power,vel_tps,voltage_v
0.0004,0.2000,20.00,13.634
0.0355,0.2000,20.00,13.595
0.0458,0.2000,20.00,13.595
0.0560,0.2000,20.00,13.595
0.0660,0.2000,20.00,13.586
0.0762,0.2000,-0.00,13.590
0.0863,0.2000,-0.00,13.586
0.0963,0.2000,-0.00,13.586
0.1065,0.2000,-0.00,13.581
0.1165,0.2000,-0.00,13.577
0.1266,0.2000,-0.00,13.581
0.1367,0.2000,-0.00,13.577
0.1468,0.2000,-0.00,13.577
0.1569,0.2000,-0.00,13.577
0.1669,0.2000,-0.00,13.581
0.1770,0.2000,-0.00,13.586
0.1871,0.2000,-0.00,13.581
0.1972,0.2000,-0.00,13.577
0.2073,0.2000,-0.00,13.577
0.2173,0.2000,-0.00,13.577
0.2274,0.2000,-0.00,13.581
0.2374,0.2000,-0.00,13.577
0.2475,0.2000,-0.00,13.573
0.2576,0.2000,-0.00,13.577
0.2676,0.2000,-0.00,13.573
0.2777,0.2000,-0.00,13.573
0.2877,0.2000,-0.00,13.577
0.2978,0.2000,-0.00,13.577
0.3079,0.2000,-0.00,13.577
0.3179,0.2000,-0.00,13.573
0.3279,0.2000,-0.00,13.577
0.3380,0.2000,-0.00,13.577
0.3480,0.2000,-0.00,13.577
0.3580,0.2000,-0.00,13.573
0.3681,0.2000,-0.00,13.568
0.3788,0.2000,-0.00,13.573
0.3889,0.2000,-0.00,13.577
0.3989,0.2000,-0.00,13.577
0.4089,0.2000,-0.00,13.577
0.4190,0.2000,-0.00,13.573
0.4290,0.2000,-0.00,13.577
0.4389,0.2000,-0.00,13.577
0.4493,0.2000,-0.00,13.577
0.4593,0.2000,-0.00,13.573
0.4693,0.2000,-0.00,13.573
0.4794,0.2000,-0.00,13.573
0.4894,0.2000,-0.00,13.573
0.4983,0.2000,-0.00,13.573
0.5100,0.2000,-0.00,13.568
0.5156,0.2000,-0.00,13.568
0.5310,0.2000,-0.00,13.568
0.5410,0.2000,-0.00,13.573
0.5511,0.2000,-0.00,13.577
0.5611,0.2000,-0.00,13.568
0.5711,0.2000,-0.00,13.573
0.5811,0.2000,-0.00,13.568
0.5912,0.2000,-0.00,13.573
0.6012,0.2000,-0.00,13.573
0.6112,0.2000,-0.00,13.568
0.6212,0.2000,-0.00,13.573
0.6312,0.2000,-0.00,13.568
0.6413,0.2000,-0.00,13.573
0.6513,0.2000,-0.00,13.573
0.6613,0.2000,-0.00,13.573
0.6714,0.2000,-0.00,13.573
0.6814,0.2000,-0.00,13.573
0.6914,0.2000,-0.00,13.573
0.7015,0.2000,-0.00,13.573
0.7115,0.2000,-0.00,13.573
0.7215,0.2000,-0.00,13.573
0.7315,0.2000,-0.00,13.573
0.7416,0.2000,-0.00,13.568
0.7516,0.2000,-0.00,13.564
0.7616,0.2000,-0.00,13.564
0.7716,0.2000,-0.00,13.568
0.7816,0.2000,-0.00,13.573
0.7917,0.2000,-0.00,13.568
0.8017,0.2000,-0.00,13.568
0.8117,0.2000,-0.00,13.564
0.8217,0.2000,-0.00,13.568
0.8317,0.2000,-0.00,13.573
0.8418,0.2000,-0.00,13.573
0.8518,0.2000,-0.00,13.573
0.8618,0.2000,-0.00,13.573
0.8718,0.2000,-0.00,13.568
0.8818,0.2000,-0.00,13.568
0.8918,0.2000,-0.00,13.568
0.9018,0.2000,-0.00,13.573
0.9119,0.2000,-0.00,13.568
0.9219,0.2000,-0.00,13.568
0.9319,0.2000,-0.00,13.573
0.9419,0.2000,-0.00,13.573
0.9519,0.2000,-0.00,13.568
0.9619,0.2000,-0.00,13.568
0.9720,0.2000,-0.00,13.568
0.9820,0.2000,-0.00,13.568
0.9920,0.2000,-0.00,13.568
1.0020,0.2000,-0.00,13.568
1.0120,0.2000,-0.00,13.568
1.0179,0.2000,-0.00,13.568
1.0324,0.2000,-0.00,13.568
1.0425,0.2000,-0.00,13.568
1.0525,0.2000,-0.00,13.573
1.0625,0.2000,-0.00,13.568
1.0725,0.2000,-0.00,13.568
1.0825,0.2000,-0.00,13.568
1.0925,0.2000,-0.00,13.568
1.1025,0.2000,-0.00,13.564
1.1125,0.2000,-0.00,13.564
1.1226,0.2000,-0.00,13.568
1.1326,0.2000,-0.00,13.568
1.1426,0.2000,-0.00,13.568
1.1526,0.2000,-0.00,13.568
1.1626,0.2000,-0.00,13.568
1.1726,0.2000,-0.00,13.568
1.1827,0.2000,-0.00,13.568
1.1927,0.2000,-0.00,13.564
1.2027,0.2000,-0.00,13.568
1.2127,0.2000,-0.00,13.568
1.2227,0.2000,-0.00,13.568
1.2327,0.2000,-0.00,13.564
1.2427,0.2000,-0.00,13.568
1.2527,0.2000,-0.00,13.568
1.2628,0.2000,-0.00,13.564
1.2728,0.2000,-0.00,13.564
1.2828,0.2000,-0.00,13.568
1.2928,0.2000,-0.00,13.568
1.3028,0.2000,-0.00,13.564
1.3119,0.2000,-0.00,13.564
1.3229,0.2000,-0.00,13.564
1.3329,0.2000,-0.00,13.560
1.3430,0.2000,-0.00,13.564
1.3530,0.2000,-0.00,13.564
1.3630,0.2000,-0.00,13.568
1.3730,0.2000,-0.00,13.564
1.3830,0.2000,-0.00,13.564
1.3930,0.2000,-0.00,13.564
1.4031,0.2000,-0.00,13.564
1.4131,0.2000,-0.00,13.568
1.4231,0.2000,-0.00,13.564
1.4331,0.2000,-0.00,13.564
1.4431,0.2000,-0.00,13.564
1.4532,0.2000,-0.00,13.564
1.4632,0.2000,-0.00,13.564
1.4732,0.2000,-0.00,13.568
1.4832,0.2000,-0.00,13.568
1.4932,0.2000,-0.00,13.564
1.5032,0.2000,-0.00,13.564
1.5087,0.2000,-0.00,13.564
1.5247,0.2000,-0.00,13.564
1.5347,0.2000,-0.00,13.564
1.5447,0.2000,-0.00,13.568
1.5548,0.2000,-0.00,13.564
1.5648,0.2000,-0.00,13.564
1.5748,0.2000,-0.00,13.568
1.5848,0.2000,-0.00,13.564
1.5948,0.2000,-0.00,13.564
1.6048,0.2000,-0.00,13.564
1.6149,0.2000,-0.00,13.564
1.6249,0.2000,-0.00,13.568
1.6349,0.2000,-0.00,13.564
1.6449,0.2000,-0.00,13.564
1.6549,0.2000,-0.00,13.568
1.6649,0.2000,-0.00,13.564
1.6749,0.2000,-0.00,13.564
1.6849,0.2000,-0.00,13.568
1.6949,0.2000,-0.00,13.564
1.7049,0.2000,-0.00,13.568
1.7150,0.2000,-0.00,13.564
1.7250,0.2000,-0.00,13.564
1.7350,0.2000,-0.00,13.568
1.7450,0.2000,-0.00,13.564
1.7550,0.2000,-0.00,13.564
1.7650,0.2000,-0.00,13.564
1.7750,0.2000,-0.00,13.560
1.7850,0.2000,-0.00,13.564
1.7951,0.2000,-0.00,13.564
1.8051,0.2000,-0.00,13.564
1.8151,0.2000,-0.00,13.560
1.8251,0.2000,-0.00,13.564
1.8351,0.2000,-0.00,13.564
1.8451,0.2000,-0.00,13.564
1.8551,0.2000,-0.00,13.564
1.8652,0.2000,-0.00,13.560
1.8752,0.2000,-0.00,13.564
1.8852,0.2000,-0.00,13.568
1.8952,0.2000,-0.00,13.564
1.9052,0.2000,-0.00,13.560
1.9152,0.2000,-0.00,13.560
1.9253,0.2000,-0.00,13.564
1.9353,0.2000,-0.00,13.564
1.9453,0.2000,-0.00,13.564
1.9553,0.2000,-0.00,13.560
1.9653,0.2000,-0.00,13.564
1.9753,0.2000,-0.00,13.564
1.9854,0.2000,-0.00,13.564
1.9954,0.2000,-0.00,13.568
2.0054,0.2000,-0.00,13.564
2.0154,0.2000,-0.00,13.564
2.0217,0.2000,-0.00,13.564
2.0359,0.2000,-0.00,13.560
2.0459,0.2000,-0.00,13.564
2.0560,0.2000,-0.00,13.560
2.0661,0.2000,-0.00,13.564
2.0761,0.2000,-0.00,13.564
2.0861,0.2000,-0.00,13.564
2.0962,0.2000,-0.00,13.564
2.1062,0.2000,-0.00,13.564
2.1162,0.2000,-0.00,13.564
2.1262,0.2000,-0.00,13.560
2.1358,0.2000,-0.00,13.564
2.1462,0.2000,-0.00,13.564
2.1563,0.2000,-0.00,13.564
2.1663,0.2000,-0.00,13.564
2.1763,0.2000,-0.00,13.564
2.1863,0.2000,-0.00,13.564
2.1963,0.2000,-0.00,13.564
2.2064,0.2000,-0.00,13.564
2.2164,0.2000,-0.00,13.564
2.2264,0.2000,-0.00,13.564
2.2364,0.2000,-0.00,13.560
2.2464,0.2000,-0.00,13.564
2.2565,0.2000,-0.00,13.564
2.2665,0.2000,-0.00,13.560
2.2772,0.2000,-0.00,13.555
2.2872,0.2000,-0.00,13.564
2.2972,0.2000,-0.00,13.560
2.3072,0.2000,-0.00,13.564
2.3173,0.2000,-0.00,13.560
2.3273,0.2000,-0.00,13.560
2.3373,0.2000,-0.00,13.560
2.3473,0.2000,-0.00,13.560
2.3573,0.2000,-0.00,13.564
2.3673,0.2000,-0.00,13.564
2.3773,0.2000,-0.00,13.560
2.3874,0.2000,-0.00,13.560
2.3974,0.2000,-0.00,13.564
2.4074,0.2000,-0.00,13.564
2.4174,0.2000,-0.00,13.560
