t_s,power,vel_tps,voltage_v
0.0002,0.2000,-0.00,13.752
0.0321,0.2000,-0.00,13.721
0.0424,0.2000,-0.00,13.726
0.0525,0.2000,-0.00,13.734
0.0625,0.2000,-0.00,13.734
0.0727,0.2000,-0.00,13.730
0.0829,0.2000,-0.00,13.730
0.0929,0.2000,-0.00,13.730
0.1030,0.2000,-0.00,13.734
0.1131,0.2000,-0.00,13.726
0.1231,0.2000,-0.00,13.730
0.1333,0.2000,-0.00,13.730
0.1433,0.2000,-0.00,13.730
0.1534,0.2000,-0.00,13.730
0.1635,0.2000,-0.00,13.743
0.1744,0.2000,-0.00,13.734
0.1845,0.2000,-0.00,13.734
0.1946,0.2000,-0.00,13.739
0.2046,0.2000,-0.00,13.739
0.2147,0.2000,-0.00,13.739
0.2248,0.2000,-0.00,13.734
0.2348,0.2000,-0.00,13.739
0.2448,0.2000,-0.00,13.739
0.2549,0.2000,-0.00,13.748
0.2649,0.2000,-0.00,13.739
0.2750,0.2000,-0.00,13.743
0.2850,0.2000,-0.00,13.739
0.2951,0.2000,-0.00,13.739
0.3051,0.2000,-0.00,13.743
0.3151,0.2000,-0.00,13.743
0.3252,0.2000,-0.00,13.743
0.3353,0.2000,-0.00,13.752
0.3452,0.2000,-0.00,13.739
0.3553,0.2000,-0.00,13.743
0.3654,0.2000,-0.00,13.752
0.3755,0.2000,-0.00,13.743
0.3856,0.2000,-0.00,13.756
0.3956,0.2000,-0.00,13.748
0.4056,0.2000,-0.00,13.743
0.4156,0.2000,-0.00,13.748
0.4257,0.2000,-0.00,13.752
0.4358,0.2000,-0.00,13.748
0.4458,0.2000,-0.00,13.756
0.4558,0.2000,-0.00,13.752
0.4658,0.2000,-0.00,13.748
0.4759,0.2000,-0.00,13.752
0.4859,0.2000,-0.00,13.756
0.4959,0.2000,-0.00,13.748
0.5032,0.2000,-0.00,13.752
0.5177,0.2000,-0.00,13.756
0.5277,0.2000,-0.00,13.748
0.5377,0.2000,-0.00,13.756
0.5477,0.2000,-0.00,13.752
0.5577,0.2000,-0.00,13.748
0.5678,0.2000,-0.00,13.756
0.5778,0.2000,-0.00,13.748
0.5878,0.2000,-0.00,13.756
0.5978,0.2000,-0.00,13.756
0.6079,0.2000,-0.00,13.756
0.6179,0.2000,-0.00,13.752
0.6280,0.2000,-0.00,13.752
