t_s,power,vel_tps,voltage_v
0.0001,0.2000,-0.00,13.481
0.0218,0.2000,-0.00,13.463
0.0319,0.2000,-0.00,13.468
0.0420,0.2000,-0.00,13.463
0.0521,0.2000,-0.00,13.472
0.0621,0.2000,-20.00,13.468
0.0721,0.2000,-20.00,13.468
0.0821,0.2000,-40.00,13.463
0.0921,0.2000,-40.00,13.468
0.1021,0.2000,-60.00,13.468
0.1122,0.2000,-60.00,13.468
0.1222,0.2000,-60.00,13.468
0.1322,0.2000,-60.00,13.459
0.1423,0.2000,-60.00,13.463
0.1523,0.2000,-60.00,13.468
0.1623,0.2000,-60.00,13.468
0.1723,0.2000,-80.00,13.463
0.1823,0.2000,-60.00,13.468
0.1923,0.2000,-80.00,13.468
0.2024,0.2000,-80.00,13.463
0.2124,0.2000,-80.00,13.463
0.2224,0.2000,-60.00,13.463
0.2324,0.2000,-80.00,13.468
0.2425,0.2000,-80.00,13.468
0.2525,0.2000,-80.00,13.468
0.2625,0.2000,-80.00,13.468
0.2725,0.2000,-80.00,13.468
0.2825,0.2000,-80.00,13.463
0.2925,0.2000,-80.00,13.468
0.3026,0.2000,-80.00,13.468
0.3126,0.2000,-80.00,13.463
0.3226,0.2000,-100.00,13.463
0.3326,0.2000,-100.00,13.468
0.3427,0.2000,-80.00,13.463
0.3527,0.2000,-80.00,13.463
0.3627,0.2000,-80.00,13.468
0.3727,0.2000,-80.00,13.468
0.3827,0.2000,-80.00,13.463
0.3927,0.2000,-100.00,13.463
0.4027,0.2000,-80.00,13.463
0.4127,0.2000,-80.00,13.459
0.4228,0.2000,-80.00,13.459
0.4328,0.2000,-60.00,13.468
0.4428,0.2000,-60.00,13.459
0.4528,0.2000,-80.00,13.459
0.4628,0.2000,-80.00,13.463
0.4728,0.2000,-80.00,13.463
0.4828,0.2000,-80.00,13.463
0.4929,0.2000,-80.00,13.459
0.5023,0.2000,-80.00,13.459
0.5157,0.2000,-60.00,13.463
0.5257,0.2000,-60.00,13.459
0.5357,0.2000,-80.00,13.459
0.5458,0.2000,-80.00,13.463
0.5558,0.2000,-60.00,13.463
0.5658,0.2000,-80.00,13.459
0.5758,0.2000,-80.00,13.455
0.5858,0.2000,-80.00,13.463
0.5958,0.2000,-80.00,13.463
0.6059,0.2000,-100.00,13.463
0.6159,0.2000,-80.00,13.468
0.6259,0.2000,-80.00,13.459
0.6359,0.2000,-80.00,13.459
0.6459,0.2000,-80.00,13.463
0.6560,0.2000,-80.00,13.468
0.6660,0.2000,-100.00,13.463
0.6760,0.2000,-100.00,13.463
0.6860,0.2000,-100.00,13.463
0.6961,0.2000,-100.00,13.463
