t_s,power,vel_tps,voltage_v
0.0100,0.2000,0.00,12.673
0.0200,0.2000,0.00,12.677
0.0301,0.2000,0.00,12.677
0.0401,0.2000,0.00,12.677
0.0501,0.2000,0.00,12.677
0.0602,0.2000,0.00,12.677
0.0702,0.2000,0.00,12.681
0.0802,0.2000,0.00,12.677
0.0903,0.2000,0.00,12.677
0.1003,0.2000,0.00,12.677
0.1103,0.2000,0.00,12.677
0.1203,0.2000,0.00,12.677
0.1304,0.2000,0.00,12.677
0.1404,0.2000,0.00,12.677
0.1504,0.2000,0.00,12.677
0.1604,0.2000,0.00,12.677
0.1704,0.2000,0.00,12.677
0.1804,0.2000,0.00,12.677
0.1905,0.2000,0.00,12.681
0.2005,0.2000,0.00,12.673
0.2105,0.2000,0.00,12.677
0.2205,0.2000,0.00,12.677
0.2305,0.2000,0.00,12.677
0.2405,0.2000,0.00,12.677
0.2506,0.2000,0.00,12.673
0.2606,0.2000,0.00,12.673
0.2706,0.2000,0.00,12.673
0.2806,0.2000,0.00,12.677
0.2906,0.2000,0.00,12.677
0.3006,0.2000,0.00,12.677
0.3106,0.2000,0.00,12.677
0.3207,0.2000,0.00,12.673
0.3307,0.2000,0.00,12.677
0.3407,0.2000,0.00,12.677
0.3503,0.2000,0.00,12.673
0.3615,0.2000,0.00,12.673
0.3715,0.2000,0.00,12.677
0.3815,0.2000,0.00,12.677
0.3915,0.2000,0.00,12.677
0.4016,0.2000,0.00,12.673
0.4116,0.2000,0.00,12.673
0.4216,0.2000,0.00,12.677
0.4316,0.2000,0.00,12.677
0.4417,0.2000,0.00,12.677
0.4517,0.2000,0.00,12.673
0.4617,0.2000,0.00,12.677
0.4717,0.2000,0.00,12.673
0.4817,0.2000,0.00,12.677
0.4917,0.2000,0.00,12.677
0.5002,0.2000,0.00,12.677
0.5153,0.2000,0.00,12.677
0.5254,0.2000,0.00,12.673
0.5354,0.2000,0.00,12.677
0.5454,0.2000,0.00,12.677
0.5554,0.2000,0.00,12.673
0.5654,0.2000,0.00,12.673
0.5754,0.2000,0.00,12.673
0.5855,0.2000,0.00,12.677
0.5955,0.2000,0.00,12.677
0.6055,0.2000,0.00,12.677
0.6155,0.2000,0.00,12.677
0.6256,0.2000,0.00,12.677
0.6356,0.2000,0.00,12.673
0.6456,0.2000,0.00,12.677
0.6556,0.2000,0.00,12.677
0.6656,0.2000,0.00,12.677
0.6757,0.2000,0.00,12.677
0.6857,0.2000,0.00,12.677
0.6957,0.2000,0.00,12.677
0.7057,0.2000,0.00,12.677
0.7157,0.2000,0.00,12.677
0.7257,0.2000,0.00,12.673
0.7358,0.2000,0.00,12.677
0.7458,0.2000,0.00,12.681
0.7558,0.2000,0.00,12.677
0.7658,0.2000,0.00,12.673
0.7758,0.2000,0.00,12.677
0.7858,0.2000,0.00,12.677
0.7958,0.2000,0.00,12.677
0.8058,0.2000,0.00,12.677
0.8159,0.2000,0.00,12.673
0.8259,0.2000,0.00,12.673
0.8359,0.2000,0.00,12.677
0.8459,0.2000,0.00,12.673
0.8559,0.2000,0.00,12.673
0.8660,0.2000,0.00,12.677
0.8760,0.2000,0.00,12.677
0.8861,0.2000,0.00,12.677
0.8961,0.2000,0.00,12.677
0.9061,0.2000,0.00,12.677
0.9161,0.2000,0.00,12.677
0.9261,0.2000,0.00,12.673
0.9361,0.2000,0.00,12.677
0.9462,0.2000,0.00,12.677
0.9562,0.2000,0.00,12.673
0.9662,0.2000,0.00,12.677
0.9762,0.2000,0.00,12.673
0.9862,0.2000,0.00,12.673
0.9962,0.2000,0.00,12.677
1.0031,0.2000,0.00,12.677
1.0169,0.2000,0.00,12.673
1.0269,0.2000,0.00,12.673
1.0370,0.2000,0.00,12.673
1.0470,0.2000,0.00,12.677
1.0570,0.2000,0.00,12.677
1.0670,0.2000,0.00,12.677
1.0770,0.2000,0.00,12.677
1.0871,0.2000,0.00,12.677
1.0970,0.2000,0.00,12.677
1.1072,0.2000,0.00,12.677
1.1172,0.2000,0.00,12.677
1.1273,0.2000,0.00,12.677
1.1373,0.2000,0.00,12.677
1.1473,0.2000,0.00,12.677
1.1573,0.2000,0.00,12.677
1.1673,0.2000,0.00,12.677
1.1773,0.2000,0.00,12.677
1.1873,0.2000,0.00,12.677
1.1973,0.2000,0.00,12.677
1.2074,0.2000,0.00,12.677
1.2174,0.2000,0.00,12.677
1.2274,0.2000,0.00,12.677
1.2375,0.2000,0.00,12.677
1.2475,0.2000,0.00,12.677
1.2575,0.2000,0.00,12.677
1.2675,0.2000,0.00,12.673
1.2776,0.2000,0.00,12.681
1.2876,0.2000,0.00,12.677
1.2976,0.2000,0.00,12.677
1.3076,0.2000,0.00,12.677
1.3176,0.2000,0.00,12.677
1.3277,0.2000,0.00,12.673
1.3377,0.2000,0.00,12.677
1.3477,0.2000,0.00,12.681
1.3577,0.2000,0.00,12.677
1.3677,0.2000,0.00,12.677
1.3778,0.2000,0.00,12.677
1.3878,0.2000,0.00,12.681
1.3978,0.2000,0.00,12.677
1.4078,0.2000,0.00,12.681
1.4178,0.2000,0.00,12.681
1.4279,0.2000,0.00,12.677
1.4379,0.2000,0.00,12.677
1.4479,0.2000,0.00,12.677
