t_s,power,vel_tps,voltage_v
0.0001,0.2000,0.00,13.529
0.0215,0.2000,0.00,13.477
0.0315,0.2000,0.00,13.472
0.0415,0.2000,0.00,13.468
0.0516,0.2000,0.00,13.472
0.0616,0.2000,0.00,13.468
0.0717,0.2000,0.00,13.468
0.0817,0.2000,0.00,13.468
0.0917,0.2000,0.00,13.468
0.1017,0.2000,0.00,13.468
0.1118,0.2000,0.00,13.468
0.1218,0.2000,0.00,13.463
0.1318,0.2000,0.00,13.468
0.1418,0.2000,0.00,13.468
0.1519,0.2000,0.00,13.468
0.1619,0.2000,0.00,13.463
0.1719,0.2000,0.00,13.468
0.1819,0.2000,0.00,13.463
0.1920,0.2000,0.00,13.463
0.2020,0.2000,0.00,13.463
0.2120,0.2000,0.00,13.463
0.2220,0.2000,0.00,13.463
0.2320,0.2000,0.00,13.468
0.2420,0.2000,0.00,13.459
0.2521,0.2000,0.00,13.463
0.2621,0.2000,0.00,13.463
0.2721,0.2000,0.00,13.463
0.2824,0.2000,0.00,13.463
0.2925,0.2000,0.00,13.463
0.3025,0.2000,0.00,13.463
0.3125,0.2000,0.00,13.463
0.3225,0.2000,0.00,13.463
0.3325,0.2000,0.00,13.463
0.3426,0.2000,0.00,13.463
0.3526,0.2000,0.00,13.463
0.3626,0.2000,0.00,13.459
0.3726,0.2000,0.00,13.463
0.3826,0.2000,0.00,13.459
0.3926,0.2000,0.00,13.459
0.4026,0.2000,0.00,13.459
0.4126,0.2000,0.00,13.459
0.4224,0.2000,0.00,13.459
0.4327,0.2000,0.00,13.459
0.4427,0.2000,0.00,13.459
0.4527,0.2000,0.00,13.459
0.4628,0.2000,0.00,13.459
0.4728,0.2000,0.00,13.455
0.4828,0.2000,0.00,13.459
0.4928,0.2000,0.00,13.459
0.5019,0.2000,0.00,13.459
0.5154,0.2000,0.00,13.459
0.5254,0.2000,0.00,13.459
0.5354,0.2000,0.00,13.459
0.5454,0.2000,0.00,13.459
0.5555,0.2000,0.00,13.459
0.5655,0.2000,0.00,13.459
0.5755,0.2000,0.00,13.459
0.5855,0.2000,0.00,13.459
0.5955,0.2000,0.00,13.459
0.6055,0.2000,0.00,13.459
0.6155,0.2000,0.00,13.459
0.6255,0.2000,0.00,13.463
0.6366,0.2000,0.00,13.459
0.6466,0.2000,0.00,13.455
0.6566,0.2000,0.00,13.455
0.6667,0.2000,0.00,13.455
0.6767,0.2000,0.00,13.459
0.6867,0.2000,0.00,13.459
0.6966,0.2000,0.00,13.455
0.7068,0.2000,0.00,13.459
0.7168,0.2000,0.00,13.459
0.7268,0.2000,0.00,13.459
0.7368,0.2000,0.00,13.459
0.7469,0.2000,0.00,13.455
0.7569,0.2000,0.00,13.455
0.7669,0.2000,0.00,13.455
0.7769,0.2000,0.00,13.459
0.7869,0.2000,0.00,13.455
0.7969,0.2000,0.00,13.459
0.8070,0.2000,0.00,13.455
0.8170,0.2000,0.00,13.459
0.8270,0.2000,0.00,13.459
0.8370,0.2000,0.00,13.459
0.8471,0.2000,0.00,13.459
0.8570,0.2000,0.00,13.459
0.8670,0.2000,0.00,13.459
0.8773,0.2000,0.00,13.459
0.8873,0.2000,0.00,13.459
0.8973,0.2000,0.00,13.459
0.9073,0.2000,0.00,13.455
0.9173,0.2000,0.00,13.459
0.9273,0.2000,0.00,13.459
0.9374,0.2000,0.00,13.459
0.9474,0.2000,0.00,13.455
0.9574,0.2000,0.00,13.459
0.9674,0.2000,0.00,13.459
0.9775,0.2000,0.00,13.459
0.9875,0.2000,0.00,13.455
0.9975,0.2000,0.00,13.459
1.0075,0.2000,0.00,13.455
1.0176,0.2000,0.00,13.459
1.0276,0.2000,0.00,13.459
1.0381,0.2000,0.00,13.459
1.0481,0.2000,0.00,13.459
1.0581,0.2000,0.00,13.455
1.0681,0.2000,0.00,13.455
1.0782,0.2000,0.00,13.459
1.0882,0.2000,0.00,13.455
1.0982,0.2000,0.00,13.455
1.1083,0.2000,0.00,13.455
1.1183,0.2000,0.00,13.459
1.1283,0.2000,0.00,13.455
1.1383,0.2000,0.00,13.459
1.1483,0.2000,0.00,13.455
1.1583,0.2000,0.00,13.455
1.1683,0.2000,0.00,13.455
1.1784,0.2000,0.00,13.455
1.1884,0.2000,0.00,13.455
1.1989,0.2000,0.00,13.455
1.2089,0.2000,0.00,13.455
1.2190,0.2000,0.00,13.455
1.2290,0.2000,0.00,13.455
1.2390,0.2000,0.00,13.455
1.2490,0.2000,0.00,13.455
1.2590,0.2000,0.00,13.450
1.2690,0.2000,0.00,13.450
1.2790,0.2000,0.00,13.455
1.2890,0.2000,0.00,13.459
1.2991,0.2000,0.00,13.455
1.3086,0.2000,0.00,0.000
