t_s,power,vel_tps,voltage_v
0.0001,0.2000,0.00,13.547
0.0212,0.2000,0.00,13.503
0.0314,0.2000,0.00,13.498
0.0414,0.2000,0.00,13.498
0.0514,0.2000,0.00,13.498
0.0615,0.2000,0.00,13.494
0.0715,0.2000,0.00,13.498
0.0815,0.2000,0.00,13.498
0.0915,0.2000,0.00,13.498
0.1006,0.2000,0.00,13.494
0.1119,0.2000,0.00,13.494
0.1219,0.2000,0.00,13.494
0.1320,0.2000,0.00,13.494
0.1420,0.2000,0.00,13.494
0.1520,0.2000,0.00,13.494
0.1620,0.2000,0.00,13.494
0.1720,0.2000,0.00,13.494
0.1820,0.2000,0.00,13.494
0.1921,0.2000,0.00,13.494
0.2021,0.2000,0.00,13.490
0.2121,0.2000,0.00,13.494
0.2221,0.2000,0.00,13.490
0.2321,0.2000,0.00,13.490
0.2423,0.2000,0.00,13.494
0.2523,0.2000,0.00,13.490
0.2623,0.2000,0.00,13.490
0.2723,0.2000,0.00,13.494
0.2823,0.2000,0.00,13.490
0.2923,0.2000,0.00,13.494
0.3023,0.2000,0.00,13.485
0.3123,0.2000,0.00,13.490
0.3224,0.2000,0.00,13.490
0.3320,0.2000,0.00,13.490
0.3424,0.2000,0.00,13.494
0.3524,0.2000,0.00,13.490
0.3625,0.2000,0.00,13.490
0.3725,0.2000,0.00,13.490
0.3825,0.2000,0.00,13.490
0.3925,0.2000,0.00,13.494
0.4026,0.2000,0.00,13.494
0.4126,0.2000,0.00,13.494
0.4226,0.2000,0.00,13.494
0.4327,0.2000,0.00,13.490
0.4427,0.2000,0.00,13.490
0.4527,0.2000,0.00,13.490
0.4627,0.2000,0.00,13.490
0.4727,0.2000,0.00,13.490
0.4827,0.2000,0.00,13.490
0.4931,0.2000,0.00,13.490
0.5020,0.2000,0.00,13.485
0.5156,0.2000,0.00,13.490
0.5257,0.2000,0.00,13.490
0.5357,0.2000,0.00,13.485
0.5458,0.2000,0.00,13.485
0.5558,0.2000,0.00,13.481
0.5658,0.2000,0.00,13.490
0.5758,0.2000,0.00,13.490
0.5858,0.2000,0.00,13.490
0.5958,0.2000,0.00,13.485
0.6059,0.2000,0.00,13.490
0.6159,0.2000,0.00,13.490
0.6266,0.2000,0.00,13.490
0.6366,0.2000,0.00,13.485
0.6466,0.2000,0.00,13.490
0.6566,0.2000,0.00,13.490
0.6666,0.2000,0.00,13.490
0.6767,0.2000,0.00,13.490
0.6866,0.2000,0.00,13.485
0.6969,0.2000,0.00,13.490
0.7069,0.2000,0.00,13.490
0.7169,0.2000,0.00,13.485
0.7270,0.2000,0.00,13.485
0.7370,0.2000,0.00,13.485
0.7470,0.2000,0.00,13.490
0.7570,0.2000,0.00,13.485
0.7670,0.2000,0.00,13.485
0.7770,0.2000,0.00,13.485
0.7871,0.2000,0.00,13.485
0.7971,0.2000,0.00,13.481
0.8071,0.2000,0.00,13.485
0.8171,0.2000,0.00,13.485
0.8272,0.2000,0.00,13.485
0.8372,0.2000,0.00,13.485
0.8472,0.2000,0.00,13.485
0.8572,0.2000,0.00,13.485
0.8672,0.2000,0.00,13.485
0.8773,0.2000,0.00,13.485
0.8873,0.2000,0.00,13.485
0.8973,0.2000,0.00,13.490
0.9073,0.2000,0.00,13.485
0.9173,0.2000,0.00,13.485
0.9273,0.2000,0.00,13.490
0.9373,0.2000,0.00,13.485
0.9474,0.2000,0.00,13.481
0.9574,0.2000,0.00,13.481
0.9674,0.2000,0.00,13.481
0.9774,0.2000,0.00,13.481
0.9874,0.2000,0.00,13.485
0.9974,0.2000,0.00,13.485
1.0074,0.2000,0.00,13.485
1.0175,0.2000,0.00,13.481
1.0275,0.2000,0.00,13.481
1.0375,0.2000,0.00,13.485
1.0475,0.2000,0.00,13.485
1.0575,0.2000,0.00,13.477
1.0675,0.2000,0.00,13.481
1.0775,0.2000,0.00,13.481
1.0876,0.2000,0.00,13.485
1.0976,0.2000,0.00,13.481
1.1077,0.2000,0.00,13.481
1.1177,0.2000,0.00,13.481
1.1277,0.2000,0.00,13.481
1.1377,0.2000,0.00,13.481
1.1477,0.2000,0.00,13.477
1.1577,0.2000,0.00,13.481
1.1678,0.2000,0.00,13.481
1.1778,0.2000,0.00,13.481
1.1878,0.2000,0.00,13.481
1.1978,0.2000,0.00,13.481
1.2078,0.2000,0.00,13.481
1.2178,0.2000,0.00,13.481
1.2278,0.2000,0.00,13.481
1.2379,0.2000,0.00,13.481
1.2479,0.2000,0.00,13.481
1.2579,0.2000,0.00,13.481
1.2679,0.2000,0.00,13.481
1.2779,0.2000,0.00,13.477
1.2880,0.2000,0.00,13.481
1.2979,0.2000,0.00,13.481
1.3079,0.2000,0.00,13.481
1.3182,0.2000,0.00,13.477
1.3282,0.2000,0.00,13.481
1.3383,0.2000,0.00,13.481
1.3483,0.2000,0.00,13.485
1.3583,0.2000,0.00,13.481
1.3683,0.2000,0.00,13.481
1.3783,0.2000,0.00,13.481
1.3883,0.2000,0.00,13.481
1.3984,0.2000,0.00,13.481
